Date,Open,High,Low,Close,Adj Close,Volume
9/29/2004,63.413414,67.577576,63.178177,65.605606,65.605606,30516400
9/30/2004,65.015015,66.216217,64.564568,64.864868,64.864868,13758000
10/1/2004,65.465462,67.187187,64.514511,66.356354,66.356354,15124800
10/4/2004,67.692696,68.503502,67.082085,67.597595,67.597595,13022700
10/5/2004,67.3974,69.334335,66.186188,69.254257,69.254257,14973200
10/6/2004,68.843842,69.294296,68.068069,68.608612,68.608612,13381400
10/7/2004,68.528526,70.01001,68.343346,69.494492,69.494492,14115000
10/8/2004,69.429428,69.909912,68.578575,68.933937,68.933937,11069500
10/11/2004,68.568565,69.499496,66.991989,67.697701,67.697701,10472100
10/12/2004,67.287285,68.873871,66.766769,68.768768,68.768768,11665500
10/13/2004,71.731735,71.846848,70.110107,70.520523,70.520523,19766200
10/14/2004,70.575577,71.261261,69.34935,71.071068,71.071068,10442100
10/15/2004,72.537537,72.822823,71.046043,72.127129,72.127129,13194700
10/18/2004,71.671669,74.674675,70.675674,74.654655,74.654655,14036300
10/19/2004,75.325325,76.276276,73.748749,74.044044,74.044044,18109800
10/20/2004,74.089088,74.569572,69.869873,70.315315,70.315315,22722600
10/21/2004,72.27227,75.140137,70.880882,74.764763,74.764763,29149800
10/22/2004,85.355354,90.175179,82.122124,86.3013,86.3013,73710000
10/25/2004,88.288292,97.312309,86.361359,93.793793,93.793793,65462800
10/26/2004,93.26326,96.41642,90.090088,90.99099,90.99099,44569500
10/27/2004,91.451454,94.854858,90.975975,93.078079,93.078079,26686200
10/28/2004,93.433434,97.29229,92.892891,96.74675,96.74675,29663900
10/29/2004,99.544548,100.075073,95.395393,95.415413,95.415413,42282600
11/1/2004,96.871872,98.933937,95.730728,98.113113,98.113113,24425300
11/2/2004,99.489487,99.724724,96.766769,97.532532,97.532532,22669900
11/3/2004,99.189186,100.900902,95.470474,95.930931,95.930931,27749600
11/4/2004,94.314316,95.295296,91.766769,92.442444,92.442444,28790300
11/5/2004,91.081078,91.241241,84.35936,84.759758,84.759758,39626500
11/8/2004,85.550552,87.807808,84.784782,86.361359,86.361359,22361200
11/9/2004,87.137138,87.687691,82.71772,84.434433,84.434433,22106200
11/10/2004,85.420418,86.346344,83.248245,84.014015,84.014015,21266700
11/11/2004,84.649651,91.966965,83.868866,91.601601,91.601601,29941000
11/12/2004,92.70771,94.994995,88.788788,91.091087,91.091087,33458700
11/15/2004,90.315315,94.254257,89.464462,92.527527,92.527527,23779100
11/16/2004,88.838837,89.824821,85.500504,86.356354,86.356354,41792900
11/17/2004,84.594597,88.838837,84.584587,86.336334,86.336334,36229500
11/18/2004,85.230232,87.297295,82.947945,83.853851,83.853851,33225900
11/19/2004,84.634636,85.075073,83.343346,84.784782,84.784782,17521000
11/22/2004,82.317314,84.834831,80.735733,82.632629,82.632629,24711600
11/23/2004,84.069069,85.500504,83.333336,83.843842,83.843842,24801700
11/24/2004,87.497498,88.693695,86.341339,87.467468,87.467468,30531400
11/26/2004,87.987991,90.105103,87.747749,89.784782,89.784782,12947200
11/29/2004,90.270271,91.566566,88.843842,90.615616,90.615616,21311800
11/30/2004,90.445442,91.591591,90.215218,91.081078,91.081078,15384600
12/1/2004,91.066063,91.341339,89.864868,90.070068,90.070068,15712400
12/2/2004,90.040039,90.845848,89.364365,89.789787,89.789787,12509200
12/3/2004,90.065063,90.620621,88.888885,90.290291,90.290291,11726600
12/6/2004,89.654655,90.440437,88.098099,88.233231,88.233231,12495400
12/7/2004,88.088089,88.188187,85.360359,85.800804,85.800804,13728000
12/8/2004,85.260262,86.926926,84.449448,85.075073,85.075073,15068500
12/9/2004,85.210213,86.836838,84.319321,86.801804,86.801804,15292600
12/10/2004,86.801804,87.527527,85.730728,85.910912,85.910912,8625700
12/13/2004,86.171173,86.676674,84.809807,85.31031,85.31031,9627500
12/14/2004,85.585587,89.499496,84.884888,89.434433,89.434433,22154600
12/15/2004,89.084084,90.435432,88.418419,89.97998,89.97998,22919000
12/16/2004,88.56356,90.335335,88.063065,88.323326,88.323326,17128400
12/17/2004,88.468468,90.34034,88.363365,90.130127,90.130127,14757600
12/20/2004,91.091087,94.324326,91.026024,92.6026,92.6026,19649300
12/21/2004,93.248245,94.034035,91.791794,91.966965,91.966965,11021500
12/22/2004,92.042046,93.518517,91.596596,93.24324,93.24324,7806100
12/23/2004,93.818817,94.394394,93.093094,94.044044,94.044044,7221900
12/27/2004,94.66967,96.74675,94.644646,96.051048,96.051048,12195900
12/28/2004,96.151154,96.871872,95.600601,96.476479,96.476479,8283300
12/29/2004,95.985985,96.856857,95.985985,96.546547,96.546547,5350800
12/30/2004,96.581581,99.214211,96.021019,98.898895,98.898895,11796700
12/31/2004,99.714714,100.040039,96.376373,96.491493,96.491493,15321600
1/3/2005,98.798798,101.921921,97.827827,101.456459,101.456459,31656700
1/4/2005,100.800804,101.566566,96.836838,97.347351,97.347351,27484200
1/5/2005,96.821823,98.548546,96.211212,96.851852,96.851852,16456700
1/6/2005,97.637634,98.04805,93.953957,94.36937,94.36937,20753400
1/7/2005,95.415413,97.222221,94.484482,97.022018,97.022018,19306400
1/10/2005,97.347351,99.149147,96.011009,97.627625,97.627625,15064100
1/11/2005,97.907906,98.953957,96.686684,96.866867,96.866867,13903400
1/12/2005,97.26226,98.063065,95.345345,97.787788,97.787788,16339200
1/13/2005,97.787788,98.793793,97.122124,97.762764,97.762764,13685100
1/14/2005,98.098099,100.105103,97.162163,100.085083,100.085083,19261300
1/18/2005,100.585587,102.61261,99.429428,102.052055,102.052055,26318800
1/19/2005,102.427429,102.752754,98.453453,98.748749,98.748749,22492800
1/20/2005,96.346344,98.223221,96.0961,97.05706,97.05706,17985100
1/21/2005,97.367371,97.777779,94.154152,94.234238,94.234238,18498200
1/24/2005,94.439438,94.759758,90.250252,90.450447,90.450447,28017300
1/25/2005,91.061058,91.211212,88.233231,88.648651,88.648651,21297000
1/26/2005,89.724724,94.799797,89.664665,94.714714,94.714714,24591100
1/27/2005,94.474472,94.524521,92.692696,94.134132,94.134132,13241500
1/28/2005,95.105103,97.447449,93.26326,95.265266,95.265266,24391900
1/31/2005,96.94194,98.278275,95.955956,97.907906,97.907906,19174200
2/1/2005,97.287285,98.428429,95.410408,96.046043,96.046043,37640300
2/2/2005,107.882881,108.508507,101.931931,103.083084,103.083084,65533000
2/3/2005,103.098099,106.791794,103.008011,105.535538,105.535538,25950200
2/4/2005,103.338341,103.978981,101.401398,102.28228,102.28228,29608900
2/7/2005,102.732735,103.303307,97.852852,98.113113,98.113113,25894800
2/8/2005,98.578575,100.110107,97.362366,99.419418,99.419418,22937000
2/9/2005,100.480484,100.900902,94.824821,95.885887,95.885887,34308600
2/10/2005,96.081078,96.201202,92.71772,94.084084,94.084084,37927400
2/11/2005,93.423424,96.256256,93.128128,93.793793,93.793793,26205700
2/14/2005,91.516518,96.636635,90.590591,96.591591,96.591591,77047200
2/15/2005,96.896896,100.02002,96.636635,97.712715,97.712715,51514000
2/16/2005,97.447449,99.764763,97.247246,99.304306,99.304306,33031500
2/17/2005,99.014015,99.974976,98.503502,99.049049,99.049049,20807900
2/18/2005,99.354355,99.519516,98.428429,99.074074,99.074074,16954800
2/22/2005,98.348351,99.549553,95.290291,95.780777,95.780777,26940400
2/23/2005,96.74675,97.337334,94.424423,97.072075,97.072075,31140800
2/24/2005,91.776779,95.02002,91.206207,94.539543,94.539543,51576900
2/25/2005,94.66967,95.055054,92.847847,93.02803,93.02803,19927000
2/28/2005,93.093094,95.030029,93.018021,94.089088,94.089088,15621100
3/1/2005,94.739738,94.969971,91.091087,93.123123,93.123123,18603700
3/2/2005,93.068069,93.928932,92.27227,92.682686,92.682686,14556400
3/3/2005,93.158157,93.968971,92.247246,93.598602,93.598602,15201900
3/4/2005,93.443443,93.718719,92.627625,93.043045,93.043045,13534600
3/7/2005,93.983986,94.894897,93.608612,94.499496,94.499496,17317400
3/8/2005,94.644646,95.02002,92.577576,92.692696,92.692696,16076100
3/9/2005,92.197197,92.417419,90.170174,90.765762,90.765762,22698000
3/10/2005,90.595596,90.690689,88.788788,90.080078,90.080078,21899000
3/11/2005,90.31031,90.565567,88.663666,88.988991,88.988991,16040500
3/14/2005,89.254257,89.289291,86.371368,87.582581,87.582581,22270900
3/15/2005,87.73774,90.090088,87.192192,89.394394,89.394394,20823300
3/16/2005,88.438438,89.394394,87.59259,87.887886,87.887886,14198300
3/17/2005,88.653656,89.909912,87.987991,89.734734,89.734734,16504600
3/18/2005,89.494492,90.290291,89.244247,90.110107,90.110107,14165800
3/21/2005,89.724724,91.176178,88.713715,90.530533,90.530533,14952400
3/22/2005,90.680679,91.061058,89.014015,89.389389,89.389389,11252100
3/23/2005,89.074074,90.210213,89.074074,89.579582,89.579582,9680300
3/24/2005,90.440437,90.520523,89.68969,89.714714,89.714714,7402900
3/28/2005,90.930931,92.492493,90.565567,90.800804,90.800804,17458500
3/29/2005,90.615616,91.731735,89.124123,89.874878,89.874878,12933000
3/30/2005,90.410408,90.815819,89.889893,90.315315,90.315315,12459700
3/31/2005,89.064064,90.785789,88.908913,90.345345,90.345345,13523600
4/1/2005,90.97097,91.566566,90.085083,90.110107,90.110107,12351600
4/4/2005,90.065063,92.752754,90.01001,92.73774,92.73774,16136600
4/5/2005,93.958961,95.225227,93.878876,94.379379,94.379379,17455900
4/6/2005,94.714714,94.919922,93.883881,94.704704,94.704704,10494600
4/7/2005,94.484482,97.40741,94.414413,96.976974,96.976974,19365000
4/8/2005,96.94194,97.647644,95.820824,96.121124,96.121124,10222900
4/11/2005,96.64164,97.497498,96.256256,96.711708,96.711708,10810100
4/12/2005,96.596596,97.307304,94.799797,97.07708,97.07708,14624500
4/13/2005,96.831833,97.257256,94.959961,96.561562,96.561562,13098400
4/14/2005,96.731735,97.277275,95.145142,95.820824,95.820824,12293000
4/15/2005,95.145142,95.265266,92.422424,92.59259,92.59259,23131600
4/18/2005,92.382385,94.034035,91.836838,93.578575,93.578575,13087400
4/19/2005,94.759758,96.0961,94.109108,95.795799,95.795799,16843100
4/20/2005,99.389389,100.350349,98.053055,99.149147,99.149147,30872000
4/21/2005,100.31031,102.6026,99.759758,102.212212,102.212212,35468200
4/22/2005,111.561562,112.112114,107.237236,108.013016,108.013016,66343700
4/25/2005,109.01902,112.482483,108.868866,111.876877,111.876877,39640300
4/26/2005,110.220222,111.111115,109.254257,109.484482,109.484482,34509400
4/27/2005,109.104103,110.535538,108.478477,110,110,20509000
4/28/2005,109.859863,111.151154,108.963966,109.834831,109.834831,17348200
4/29/2005,111.066063,111.236237,109.01902,110.110107,110.110107,18322000
5/2/2005,111.136139,111.96196,110.215218,111.256256,111.256256,19515200
5/3/2005,111.036034,114.189186,110.770767,113.208206,113.208206,35524800
5/4/2005,113.728729,115.055054,113.613617,114.364365,114.364365,24142800
5/5/2005,114.424423,114.424423,113.053055,113.603607,113.603607,15004100
5/6/2005,114.314316,114.739738,113.348351,114.124123,114.124123,13514200
5/9/2005,114.114113,114.364365,112.827827,113.123123,113.123123,11062500
5/10/2005,112.847847,114.014015,112.472473,114.014015,114.014015,12678900
5/11/2005,114.599602,116.10611,114.079079,115.760757,115.760757,22934600
5/12/2005,115.520523,116.231232,114.214211,114.474472,114.474472,17878500
5/13/2005,114.704704,115.66066,113.773773,114.734734,114.734734,14816100
5/16/2005,114.954956,115.925926,114.399399,115.64064,115.64064,11351400
5/17/2005,115.395393,116.841843,115.215218,116.681679,116.681679,15602100
5/18/2005,116.921921,120.105103,116.876877,119.699699,119.699699,24599300
5/19/2005,120.290291,120.705704,119.254257,119.709709,119.709709,19413500
5/20/2005,120.725723,120.955956,119.944946,120.925926,120.925926,16310600
5/23/2005,121.701698,129.179184,121.476479,127.852852,127.852852,42733800
5/24/2005,128.608612,132.852859,126.876877,128.128128,128.128128,58028100
5/25/2005,126.491493,130.620621,125.440437,130.535538,130.535538,36079600
5/26/2005,130.610611,132.012009,129.279282,129.729736,129.729736,27066100
5/27/2005,130.360367,133.158157,129.754761,133.133133,133.133133,24343800
5/31/2005,134.849854,139.33934,134.819824,138.773773,138.773773,44429100
6/1/2005,141.741745,146.591599,141.151154,144.14415,144.14415,70313000
6/2/2005,144.509506,145.035034,142.442444,144.094101,144.094101,35912200
6/3/2005,143.538544,144.7948,138.843842,140.270264,140.270264,37527000
6/6/2005,141.336334,147.022018,141.056061,145.615616,145.615616,45006700
6/7/2005,148.6987,149.944946,145.295288,146.706711,146.706711,48597300
6/8/2005,146.571579,146.741745,139.139145,139.919922,139.919922,51350300
6/9/2005,142.502502,144.394394,140.420425,143.298294,143.298294,32849300
6/10/2005,143.638641,143.783783,140.150146,141.391388,141.391388,25367800
6/13/2005,140.050049,142.237244,138.398392,141.51651,141.51651,25580700
6/14/2005,139.434433,140.760757,139.014008,139.314316,139.314316,20163600
6/15/2005,137.637634,138.788788,133.848846,137.537537,137.537537,41724400
6/16/2005,137.267273,139.289291,136.671677,138.858856,138.858856,24899800
6/17/2005,139.639633,140.290283,138.088089,140.290283,140.290283,20847900
6/20/2005,138.183182,143.978973,136.001007,143.4935,143.4935,42007300
6/21/2005,144.179184,145.295288,142.627625,144.064072,144.064072,30234300
6/22/2005,144.97998,146.306305,144.479477,144.7948,144.7948,20927000
6/23/2005,144.14415,147.552551,143.393387,145,145,28084600
6/24/2005,145.595596,149.149155,144.934937,148.773773,148.773773,35506800
6/27/2005,149.599594,152.38739,147.077072,152.202209,152.202209,35570100
6/28/2005,153.293289,154.779785,151.151154,151.151154,151.151154,38034900
6/29/2005,151.401398,152.342346,146.221222,146.5065,146.5065,36560800
6/30/2005,147.317322,149.614609,145.665665,147.222229,147.222229,30158600
7/1/2005,147.667664,148.268265,144.754761,145.770767,145.770767,18436700
7/5/2005,146.196198,148.138138,145.260254,148.003006,148.003006,14973000
7/6/2005,148.798798,148.948944,145.835831,145.905899,145.905899,15984500
7/7/2005,144.839844,148.04805,144.399399,147.917923,147.917923,21322800
7/8/2005,148.27327,148.898895,147.172165,148.26326,148.26326,14900200
7/11/2005,148.348343,148.448456,145.655655,146.821823,146.821823,16763800
7/12/2005,146.841843,147.347351,145.610611,146.036041,146.036041,11718000
7/13/2005,146.401398,149.769775,146.196198,149.579575,149.579575,22852900
7/14/2005,152.82283,153.528534,150.185181,150.595596,150.595596,21314000
7/15/2005,150.770767,151.851852,150.040039,150.745743,150.745743,16859900
7/18/2005,150.150146,151.101105,149.024017,149.919922,149.919922,12403100
7/19/2005,151.201202,155.330338,151.051056,155.105103,155.105103,25217500
7/20/2005,152.937943,156.461456,151.051056,156.156158,156.156158,28592100
7/21/2005,157.182175,159.059052,155.760757,157.127121,157.127121,39539200
7/22/2005,153.338333,154.779785,148.313309,151.351349,151.351349,46726800
7/25/2005,151.346344,151.796799,147.627625,148.073074,148.073074,19298200
7/26/2005,147.652649,149.149155,146.191193,148.193192,148.193192,19614100
7/27/2005,149.019012,149.264267,146.346344,148.613617,148.613617,14421300
7/28/2005,148.853851,148.853851,146.786789,146.896896,146.896896,11839300
7/29/2005,146.216217,146.566574,143.638641,144.024017,144.024017,16709800
8/1/2005,144.204208,146.396393,144.194199,145.950958,145.950958,11313400
8/2/2005,145.945953,149.909912,145.705704,149.744751,149.744751,14565800
8/3/2005,149.149155,150.01001,147.947952,148.798798,148.798798,11849300
8/4/2005,147.922928,149.649643,147.772766,149.014008,149.014008,10462500
8/5/2005,148.898895,149.404404,145.800797,146.32132,146.32132,11867500
8/8/2005,146.946945,147.972977,145.390396,145.770767,145.770767,8954600
8/9/2005,146.126129,146.486481,144.399399,145.930923,145.930923,11547000
8/10/2005,145.795792,146.31131,142.582581,142.982986,142.982986,13744200
8/11/2005,143.088089,143.433426,140.450455,142.16716,142.16716,15014700
8/12/2005,141.821823,145.245239,140.960968,145.005005,145.005005,13158600
8/15/2005,145.045044,146.531525,142.027023,142.142136,142.142136,16333000
8/16/2005,142.582581,144.039032,141.811813,142.967972,142.967972,14204100
8/17/2005,142.897903,143.428421,142.142136,142.692688,142.692688,7758800
8/18/2005,138.093094,140.390396,137.637634,140.135132,140.135132,23721800
8/19/2005,140.635635,140.86586,139.949951,140.140137,140.140137,11074700
8/22/2005,140.760757,140.87587,136.811813,137.142136,137.142136,13612300
8/23/2005,138.218216,140.01001,137.197205,139.929932,139.929932,11631700
8/24/2005,138.92392,142.517517,138.363358,141.426422,141.426422,17169000
8/25/2005,141.416412,142.142136,140.125122,141.436432,141.436432,8744400
8/26/2005,141.881882,142.652649,141.471466,141.931931,141.931931,7503000
8/29/2005,141.261261,144.704712,141.261261,144.36937,144.36937,11794100
8/30/2005,143.838837,144.899902,143.083084,143.778778,143.778778,9574400
8/31/2005,144.259262,144.394394,142.322327,143.143143,143.143143,10057900
9/1/2005,143.098099,143.89389,142.642639,143.268265,143.268265,5478700
9/2/2005,143.398392,145.140137,143.363358,144.36937,144.36937,6862100
9/6/2005,144.644638,144.839844,143.543549,143.6987,143.6987,8416100
9/7/2005,143.088089,147.897903,142.782776,147.582581,147.582581,14984000
9/8/2005,147.562561,149.789795,146.826828,147.84285,147.84285,13213300
9/9/2005,148.788788,149.699707,148.428421,149.694702,149.694702,8772200
9/12/2005,151.026031,155.86586,150.65065,155.025024,155.025024,20752200
9/13/2005,154.654648,157.922928,153.238235,155.996002,155.996002,20579200
9/14/2005,154.519516,156.796799,150.300293,151.651657,151.651657,22529000
9/15/2005,149.909912,153.528534,149.104111,151.461456,151.461456,30901400
9/16/2005,152.162155,152.402405,150.085083,150.250244,150.250244,15144400
9/19/2005,150.65065,153.153152,150.505508,152.047043,152.047043,11512200
9/20/2005,153.228226,155.805801,152.767761,154.109116,154.109116,18683200
9/21/2005,154.35936,157.037033,153.133133,156.10611,156.10611,20219100
9/22/2005,155.905899,159.769775,155.240234,155.840836,155.840836,25986700
9/23/2005,156.656662,158.763763,156.451447,157.837845,157.837845,16950600
9/26/2005,159.909912,160.635635,156.436432,157.297302,157.297302,19769000
9/27/2005,157.632629,159.364365,156.846848,157.127121,157.127121,13732400
9/28/2005,157.267273,157.707703,152.952957,153.153152,153.153152,15978800
9/29/2005,153.4935,155.515518,153.193192,154.964966,154.964966,11216300
9/30/2005,157.267273,158.908905,156.3013,158.388382,158.388382,18284200
10/3/2005,156.97197,160.21521,156.551544,159.499496,159.499496,18302200
10/4/2005,160.135132,160.800797,155.525528,155.655655,155.655655,18270300
10/5/2005,156.501495,157.607605,154.15416,155.510513,155.510513,16640100
10/6/2005,157.227234,157.3974,155.200195,156.531525,156.531525,15971600
10/7/2005,157.552551,158.4935,155.42543,156.651657,156.651657,13527000
10/10/2005,156.811813,157.567566,154.729736,155.480484,155.480484,11133200
10/11/2005,155.460464,156.481476,152.582581,153.203201,153.203201,17068100
10/12/2005,152.752747,153.748749,149.649643,150.635635,150.635635,18593700
10/13/2005,151.151154,151.151154,145.485489,148.868866,148.868866,21114200
10/14/2005,150.100098,150.265259,146.416412,148.218216,148.218216,17021100
10/17/2005,148.898895,152.752747,147.427429,152.652649,152.652649,15118200
10/18/2005,152.632629,154.13414,151.521515,151.791794,151.791794,14141400
10/19/2005,152.152145,155.090088,152.132126,154.504501,154.504501,14007300
10/20/2005,155.150146,155.720718,150.755753,151.751755,151.751755,27795500
10/21/2005,173.073074,173.388382,166.666672,170.120117,170.120117,45739000
10/24/2005,171.856857,174.824829,171.266266,174.499496,174.499496,18844500
10/25/2005,173.063065,173.873871,171.601608,173.628632,173.628632,13742800
10/26/2005,173.313309,178.178177,173.268265,177.897903,177.897903,17797100
10/27/2005,178.478485,178.723724,176.016022,176.706711,176.706711,10258500
10/28/2005,177.81282,179.654648,177.687683,179.264267,179.264267,11795100
10/31/2005,180.300293,187.562561,179.934937,186.256256,186.256256,28657100
11/1/2005,186.116119,192.142136,184.689697,189.879883,189.879883,32679400
11/2/2005,191.041046,192.692688,188.773773,190.030029,190.030029,21109600
11/3/2005,191.396393,193.48349,190.880875,193.168167,193.168167,14881900
11/4/2005,195.185181,196.091095,192.917923,195.410416,195.410416,17632100
11/7/2005,197.747742,198.933929,196.271271,197.712708,197.712708,19163800
11/8/2005,197.322327,197.992996,194.484482,195.145142,195.145142,15779200
11/9/2005,193.528534,194.33934,189.204208,189.764771,189.764771,20912800
11/10/2005,189.36937,195.870865,188.9039,195.745743,195.745743,18239100
11/11/2005,197.757751,198.648651,194.619614,195.395401,195.395401,14113600
11/14/2005,196.256256,199.309311,195.960968,198.683685,198.683685,15600100
11/15/2005,197.38739,198.6987,195.67067,196.596603,196.596603,17232500
11/16/2005,198.298294,199.624619,197.252258,199.274277,199.274277,17373000
11/17/2005,201.101105,202.107101,199.964966,201.926926,201.926926,18405900
11/18/2005,201.946945,202.452454,200.125122,200.305298,200.305298,14037100
11/21/2005,199.78479,205.19519,196.94194,204.884888,204.884888,20649500
11/22/2005,204.529526,208.863861,203.318314,208.443451,208.443451,19172800
11/23/2005,208.728729,212.572571,208.098099,211.641647,211.641647,20149800
11/25/2005,213.103104,214.589584,212.862869,214.524521,214.524521,9670500
11/28/2005,215.125122,215.835831,211.431427,211.95195,211.95195,21994700
11/29/2005,212.442444,213.413406,201.271271,201.97197,201.97197,42948600
11/30/2005,202.332336,204.429428,197.977982,202.657654,202.657654,31162000
12/1/2005,204.80481,207.927933,204.34935,207.252258,207.252258,19470300
12/2/2005,208.67868,209.974976,207.137131,209.059052,209.059052,15071900
12/5/2005,208.70871,208.958954,202.342346,203.128128,203.128128,20558200
12/6/2005,204.55455,208.413406,201.051056,202.472473,202.472473,30220300
12/7/2005,203.283279,203.553558,199.704712,202.312317,202.312317,23308400
12/8/2005,202.852859,205.530533,201.521515,205.530533,205.530533,17802100
12/9/2005,207.707703,208.098099,204.484482,204.80481,204.80481,15271500
12/12/2005,207.522522,207.81282,205.180176,206.511505,206.511505,13886200
12/13/2005,206.456451,209.209213,206.026031,208.953949,208.953949,16311200
12/14/2005,208.728729,210.075073,207.952957,209.689697,209.689697,13247500
12/15/2005,209.764771,211.781784,208.458466,211.486481,211.486481,12079500
12/16/2005,212.882889,216.466461,211.586594,215.290283,215.290283,32628300
12/19/2005,216.316315,223.328323,210.265259,212.512512,212.512512,43829700
12/20/2005,214.14415,216.316315,212.547546,215.085083,215.085083,20149200
12/21/2005,216.991989,218.648651,210.565567,213.378372,213.378372,22421300
12/22/2005,216.101105,216.646652,213.178177,216.236237,216.236237,15078100
12/23/2005,216.29129,216.466461,214.604599,215.680679,215.680679,9181000
12/27/2005,216.146149,216.146149,211.591599,212.532532,212.532532,13392100
12/28/2005,212.382385,214.104111,210.840836,213.558563,213.558563,14221500
12/29/2005,214.204208,214.579575,209.7948,210.285278,210.285278,13877700
12/30/2005,208.843842,209.314316,207.077072,207.637634,207.637634,15159000
1/3/2006,211.471466,218.053055,209.319321,217.83284,217.83284,26216100
1/4/2006,222.172165,224.704712,220.095093,222.84285,222.84285,30542200
1/5/2006,223.223221,226.001007,220.970978,225.84584,225.84584,21594900
1/6/2006,228.663666,235.485489,226.846848,233.063065,233.063065,35478200
1/9/2006,233.438446,236.936935,230.700699,233.683685,233.683685,25558200
1/10/2006,232.442444,235.360367,231.251251,235.115112,235.115112,18176000
1/11/2006,235.870865,237.792786,234.824829,236.051056,236.051056,17996700
1/12/2006,237.097092,237.732727,230.980988,232.047043,232.047043,20230300
1/13/2006,232.38739,233.67868,231.036041,233.358353,233.358353,15297800
1/17/2006,231.761765,235.185181,231.49649,233.788788,233.788788,16524000
1/18/2006,223.873871,228.908905,221.846848,222.677673,222.677673,40930400
1/19/2006,225.810806,226.97197,216.716721,218.443451,218.443451,29045500
1/20/2006,219.569565,220.235229,197.567566,199.929932,199.929932,82151100
1/23/2006,203.89389,214.409409,203.068069,213.963959,213.963959,45437300
1/24/2006,218.233231,222.697693,217.457458,221.73674,221.73674,30898200
1/25/2006,225.85585,227.342346,214.824829,216.716721,216.716721,37442100
1/26/2006,219.98999,220.21521,211.991989,217.352356,217.352356,25826300
1/27/2006,217.717712,219.32933,214.704712,216.96196,216.96196,16887400
1/30/2006,214.829834,216.856857,212.712708,213.623627,213.623627,17160600
1/31/2006,215.500504,220.02002,212.197205,216.546539,216.546539,44087800
2/1/2006,194.709717,201.201202,193.953949,201.091095,201.091095,54190700
2/2/2006,202.112106,203.453461,198.188187,198.218216,198.218216,23591700
2/3/2006,197.007004,197.147141,186.471466,190.965973,190.965973,36527000
2/6/2006,192.847855,195.145142,189.969971,192.742737,192.742737,17862900
2/7/2006,191.686691,192.042038,181.856857,184.14415,184.14415,33227100
2/8/2006,184.424423,185.530533,177.512512,184.724731,184.724731,41566500
2/9/2006,185.785782,187.38739,178.233231,179.56456,179.56456,23800900
2/10/2006,181.156158,182.432434,176.74675,181.486481,181.486481,30416500
2/13/2006,173.4935,175.475479,171.116119,173.023026,173.023026,39396100
2/14/2006,172.837845,176.021027,171.371368,171.831833,171.831833,29278600
2/15/2006,170.805801,173.173172,169.084091,171.361359,171.361359,25868100
2/16/2006,173.008011,183.683685,172.417419,183.413406,183.413406,42588300
2/17/2006,185.115112,186.256256,181.991989,184.559555,184.559555,28611700
2/21/2006,183.403397,186.956955,182.737732,183.478485,183.478485,17354600
2/22/2006,183.758759,184.659653,182.112106,182.927933,182.927933,12939400
2/23/2006,182.987991,190.810806,182.877884,189.224228,189.224228,25078000
2/24/2006,188.838837,190.22522,186.931931,188.888885,188.888885,12955600
2/27/2006,190.825821,196.046051,190.330338,195.385391,195.385391,20403900
2/28/2006,196.796799,198.968964,169.424423,181.491486,181.491486,78796300
3/1/2006,184.464462,184.909912,180.830826,182.582581,182.582581,24098200
3/2/2006,182.322327,190.740738,181.281281,188.413406,188.413406,36623900
3/3/2006,192.342346,193.813812,188.068069,189.279282,189.279282,23900000
3/6/2006,190.645645,191.891891,183.753754,184.234238,184.234238,17861500
3/7/2006,182.692688,184.409409,179.254257,182.40741,182.40741,20736800
3/8/2006,177.142136,180.19519,175.44545,177.117111,177.117111,23467700
3/9/2006,177.872879,179.444443,170.920914,171.671677,171.671677,27792900
3/10/2006,171.921921,172.422424,165.940948,168.918915,168.918915,38612500
3/13/2006,170.635635,173.223221,167.892899,168.6987,168.6987,27257500
3/14/2006,168.738739,176.361359,166.476471,175.755753,175.755753,36864400
3/15/2006,175.560562,176.326324,170.43544,172.422424,172.422424,25512000
3/16/2006,174.479477,174.549545,169.119125,169.55455,169.55455,20013300
3/17/2006,169.569565,171.061066,167.632629,170.065063,170.065063,17086200
3/20/2006,171.341339,175.220215,170.940948,174.269272,174.269272,20794300
3/21/2006,175.180176,176.006012,169.709717,170.130127,170.130127,19642500
3/22/2006,170.045044,172.222229,168.918915,170.280273,170.280273,15176800
3/23/2006,171.346344,173.04805,170.270264,171.116119,171.116119,14854500
3/24/2006,184.494492,185.230225,181.436432,183.083084,183.083084,30330800
3/27/2006,183.728729,186.041046,182.682678,185.030029,185.030029,14033300
3/28/2006,186.041046,189.119125,185.770767,188.788788,188.788788,17873700
3/29/2006,190.160156,199.699707,189.944946,197.687683,197.687683,38016900
3/30/2006,194.789795,196.946945,191.996994,194.414413,194.414413,29393900
3/31/2006,194.56456,196.131134,192.207214,195.19519,195.19519,72969700
4/3/2006,194.959961,196.431427,194.159164,195.045044,195.045044,16229100
4/4/2006,195.145142,202.652649,194.264267,202.372375,202.372375,31399900
4/5/2006,204.304306,207.492493,201.611618,204.199203,204.199203,26794100
4/6/2006,203.448456,207.152145,202.917923,205.795792,205.795792,17179800
4/7/2006,206.411407,206.631638,202.212219,203.283279,203.283279,14037700
4/10/2006,203.743744,208.793793,202.827835,208.398392,208.398392,18621500
4/11/2006,208.418411,209.759766,203.313309,205.035034,205.035034,22192100
4/12/2006,204.704712,205.870865,202.797791,204.679672,204.679672,12021900
